Status	Key	Value	Source	GUID
OK	LXDGM_ModuleDualCC	Dual CC Resistance	Resources.lsb	he53d3385g125cg49ddgaacegce01ebea865f
OK	LXDGM_ModuleDualCC_Description	When recovering from a hard crowd control effect, both Momentum and Lingering will always be triggered together whatever the crowd control effect it was. <br>Default : off<br>	Resources.lsb	h51631525ga7c5g4ff3gbf10ga04307fcdf7e
OK	LXDGM_ModuleFallDamageAlternate	Activate Jump fall damage	Resources.lsb	h2e8803d0g3b27g470dgb836g26fcbeb60714
OK	LXDGM_ModuleFallDamageAlternate_Description	Activate fall damage when character use Jump skills or Projectile skills moving the character. Damage is not applied for Fly.	Resources.lsb	h584b8016g05e3g4c00gbaccg0c441bf1c3f5
OK	LXDGM_ModuleFallDamageClassic	Activate Force fall damage	Resources.lsb	hfe32bba9g038fg4541g921cge1be27275d5f
OK	LXDGM_ModuleFallDamageClassic_Description	Activate fall damage when characters are victim of the Force property of some skills.<br>Scoundrel reduce the height tolerance for each point. Damage is not applied if the victim has Wings.	Resources.lsb	h863fc18ag2674g47e8g9657ge6fb4a5b074f
OK	LXDGM_ModuleLegacyDodge	Dodge Fatigue	Resources.lsb	heb12b418g92ccg4bbeg9837gdab77683435b
OK	LXDGM_ModuleLegacyDodge_Description	Enable the old dodge system, triggering Dodge Fatigue instead of Warmup on dodges.<br>Default : off	Resources.lsb	h7b6b2d7eg13f2g4a8cg9691g811c39d97536
OK	LXDGM_ModuleOriginalChameleonCloak	Classic Chameleon Cloak	Resources.lsb	ha0a64a63g9fd2g40edg98b0g421c3099523d
OK	LXDGM_ModuleOriginalChameleonCloak_Description	Revert Chameleon Cloak ability requirements to Polymorph 1 only.<br>Default : off<br><font color=#ff0000>Require a game restart</font>	Resources.lsb	ha6f17eacgbfdbg4cc2g9734g87d7801fe648
OK	LXDGM_ModuleOriginalTeleport	Classic Teleport	Resources.lsb	h9ec453a6g6fb1g4f78g9e28g7c1b6495567e
OK	LXDGM_ModuleOriginalTeleport_Description	Revert Teleport and Nether Swap targetting to unconditional. <br>Default : off<br><font color=#ff0000>Require a game restart</font>	Resources.lsb	hb96acab6g6db2g425fg8e7fg947dc56be642
OK	LXDGM_ModuleRealJump	Real Jump	Resources.lsb	h5e0c2cf9g042ag4803gb01bg6128e1246fc9
OK	LXDGM_ModuleRealJump_Description	This module transforms Cloak and Dagger, Phoenix Dive and Tactical Retreat as projectile equivalents (like Fly with Spread your wings). It applies to everyone. If some NPC still have the classic version, deactivate and reactivate this module.	Resources.lsb	he573ce38g6445g4975g8562ge97ea0a52c79
OK	LXDGM_NPCStatsCorrectionCampaignDisable	Activate stats correction	Resources.lsb	h0bd1a48dg8f40g44b7g9229g826720785117
OK	LXDGM_NPCStatsCorrectionCampaignDisable_Description	Activate the stats correction formula. Strongly recommended when playing Story mode or any Adventure mod that has not been balanced for Vanilla Plus.<br>Default : on<br><font color=#ff0000>Require a game restart</font>	Resources.lsb	h1b361ce1gd5d3g4c0eg8b8cg7d87658e755f
OK	LXDGM_NPCStatsCorrectionGM	Activate for GM mode	Resources.lsb	hc13ac1f2ge15eg4791ga4bcgca5508715345
OK	LXDGM_NPCStatsCorrectionGM_Description	Activate the stats correction formula for GM mode. This is up to your preferences, but if you already created and balanced encounters, you might need to rebalance them.<br>Default : off<br><font color=#ff0000>Require a game restart</font>	Resources.lsb	h552b479bg3e56g4ea1gb01fg96d986de5e5f
OK	LXDGM_NPCStatsMainCorrection	Main Attribute Correction	Resources.lsb	h2802446bg3159g4290g9154g8cac4a93eaf1
OK	LXDGM_NPCStatsMainCorrection_Description	The correction indice for the highest damaging attribute for NPCs. The higher it is, the lower will be the final result.<br>Default : 50<br><font color=#ff0000>Require a game restart</font>	Resources.lsb	hc82cf98agdf5dg41d5gac1bg325ac645fb79
OK	LXDGM_NPCStatsNoArchetypeCorrection	General Attribute Correction	Resources.lsb	h4e021a63g8d27g4cf2g865agf52e17ae50c2
OK	LXDGM_NPCStatsNoArchetypeCorrection_Description	The correction indice for damaging attribute if there is a tie between two or all three damaging attributes for NPCs. The higher it is, the lower will be the final result.<br>Default : 60<br><font color=#ff0000>Require a game restart</font>	Resources.lsb	h6d219e8ag59abg4adegbf53g2f73649ee312
OK	LXDGM_NPCStatsSecondaryCorrection	Secondary Attribute Correction	Resources.lsb	hb5c81b75ga23dg44aeg8ceeg6c88bf367e38
OK	LXDGM_NPCStatsSecondaryCorrection_Description	The correction indice for the damaging attributes that are not the highest for NPCs. The higher it is, the lower will be the final result.<br>Default: 70<br><font color=#ff0000>Require a game restart</font>	Resources.lsb	he9b44d3fg577fg4d9bgab26g3a6b1910b1f7
OK	LXDGM_PerseveranceResistance	Pers. Resistance Bonus	Resources.lsb	h8b1768fbgf8edg4ce6gab9dg617267af4852
OK	LXDGM_PerseveranceResistance_Description	Perseverance Resistance Bonus per point.<br>Default : 5<br>	Resources.lsb	h730eb29cgf6a6g4efcg8625g1b7d95925932
OK	LXDGM_PerseveranceVitality	Perseverance Vitality Restoration	Resources.lsb	h74f2f4d1gb916g4bccgb635g264d3444d84b
OK	LXDGM_PerseveranceVitality_Description	Set the percentage of vitality restored when Perseverance proc.<br>Default : 2	Resources.lsb	h494e1e4egf5b8g4d00gb816g61bbd41a0dee
OK	LXDGM_PlayerVitalityMultiplier	Player Vitality Multiplier	Resources.lsb	hffe960e0g8d88g4c63gb285g507247c47d43
OK	LXDGM_PlayerVitalityMultiplier_Description	Multiply the base vitality of the player characters and summons. <br>Default : 100 <br><font color=#ff0000>Require a game restart</font>	Resources.lsb	hc13534c0gc9e9g453dgab9bg194a3f41689b
OK	LXDGM_PotionFatigue	Potion Dizziness	Resources.lsb	h49481882g278cg4223gb275g7758a42e9051
OK	LXDGM_PotionFatigue_Description	The number of potions you need to drink in the same turn before receiving a warning of dizziness. Set to 0 to immediatly get a penalty after the first potion, and -1 to make potions usage brutally punishing. Default : 1.	Resources.lsb	ha6375589ga989g4860g8d73g58af60e32ce9
OK	LXDGM_SettingsUseDefaultAttributeValues	Use recommended attribute values	Resources.lsb	h5c90bf4dg4c11g4bb3gaf93g2caf0bb5c4c0
OK	LXDGM_SettingsUseDefaultAttributeValues_Description	If deactivated, you will be able to use custom attributes bonuses. Not recommended if you want to keep an overall balanced experience unless you really know what you are doing.<br>Default : on	Resources.lsb	hae29de3agcf14g44f7g9020g90e1fd77694d
OK	LXDGM_StaffSkillMult	Staff Skill Damage Multiplier	Resources.lsb	h3d6fb0f8g0419g4ed0g8f4eg5ecdedbedbad
OK	LXDGM_StaffSkillMult_Description	Set the skill damage multiplier percentage when a staff is equipped.<br>Default : 10	Resources.lsb	h0b24b325g8818g4552g97ebgcb6a2481f573
OK	LXDGM_StrengthGlobalDamageBonus	Strength Global Damage Bonus	Resources.lsb	h753b1b3fgdfdfg428fg90e0g9e631beb1f06
OK	LXDGM_StrengthGlobalDamageBonus_Description	Default : 2	Resources.lsb	h36683e27ge1cag45f9gb7ddgdf954e865e33
OK	LXDGM_StrengthResistanceIgnore	Str. Resistance Bypass Multiplier	Resources.lsb	h75422cb0g14ccg4731g89a7gae632f7669a8
OK	LXDGM_StrengthResistanceIgnore_Description	Default : 0.15	Resources.lsb	h4a738dd3gf483g4913gbc27g5e8eeff26c2b
OK	LXDGM_StrengthSpecialDamageBonus	Strength Weapon Damage Bonus	Resources.lsb	h285f26a1g0683g4a86gae3eg0c69934433b8
OK	LXDGM_StrengthSpecialDamageBonus_Description	Default : 3	Resources.lsb	h562bb140gab7bg4f78gba75g5aaf2cd7f27b
OK	LXDGM_SummonsDamageBoost	Summons Damage Boost	Resources.lsb	hd15c8d51gb26bg460cgaa29g8f2cc4f96877
OK	LXDGM_SummonsDamageBoost_Description	Multiply all damages of summons (ally and enemy). <br> Default: +0% <br><font color=#ff0000>Require a game restart</font>	Resources.lsb	hed14cc79g467bg4d3fgbed6gec529691740e
OK	LXDGM_SummonsVitalityMultiplier	Summons Vitality Multiplier	Resources.lsb	hd573aa44gad41g4232g8040gf59652415d1d
OK	LXDGM_SummonsVitalityMultiplier_Description	Multiply the base Vitality of all summons (ally and enemy). <br>Default : 100 <br><font color=#ff0000>Require a game restart</font>	Resources.lsb	h88ed61e9g4d7fg4eb7g81f1g9e7c48dde602
OK	LXDGM_WandSkillMult	Wand Skill Damage Multiplier	Resources.lsb	h711b52a9ga71ag458cg82c4gdca0433f24b2
OK	LXDGM_WandSkillMult_Description	Set the skill damage multplier pencetage when a wand is equipped (can be doubled when dual-wielding).<br>Default : 5	Resources.lsb	h6d523ea5g116eg4380g816fg72079d80f321
OK	LXDGM_WandSurfaceMult	Wands Surface Bonus	Resources.lsb	h1c81462eg26ceg48a1g8828gdf9254cbdae0
OK	LXDGM_WandSurfaceMult_Description	Bonus damage (%) from surface AND cloud the character stands in.<br>Default : 20	Resources.lsb	h7583bee1g949cg433dg8b2ag94d9a47bef82
OK	LXDGM_WitsDotBonus	Wits Damage Over Time Bonus	Resources.lsb	h5cb3da10g4cddg44eegbefeg72ffb21118ee
OK	LXDGM_WitsDotBonus_Description	Default : 10	Resources.lsb	ha1578450g666bg4b87g8377g1c389879435f
OK	LXGDM_CQBPenalty_Description	Set the percentage of damage penalty when using a ranged weapon on a target within the CQB range limit.<br>Default : 35	Resources.lsb	hf859c7e8g7e30g48e3ga24aga943a18f0c5c
OK	Weapon_Crossbow_MovementPenalty	Reduce Movement by [1]m	Resources.lsb	h846daabdg90beg4ac9gb930g02e96dcdbd8d
OK	BOOK_Skill_Air_JellyfishSkin_DisplayName	Transmute Skin Skillbook	RootTemplates.lsb	hd3c3e911gca34g4d24g9abeg44369d755d43
OK	BOOK_Skill_Earth_PoisonousSkin_DisplayName	Transmute Skin Skillbook	RootTemplates.lsb	h9943e1c0ge10eg40a9gbd4cg10bb7693bdb8
OK	BOOK_Skill_Fire_FlamingSkin_DisplayName	Transmute Skin Skillbook	RootTemplates.lsb	h67922474g2592g43afg9671g53636c3d0afc
OK	BOOK_Skill_Water_IcySkin_DisplayName	Transmute Skin Skillbook	RootTemplates.lsb	h8f5f2804ga338g4c63gb378ge235ddc7d808
OK	Target_Bless_Description	Bless target character or surface. Prevent Diseased, Decaying, Petrified, Stunned, increase Dodge by [1]%, Accuracy by [2]% and elemental resistances by [3].	Skills.lsb	h22a39843gf968g4212g851dg6e121235fa85
OK	Target_BullHorns_Description	Magnificent horns sprout from your forehead, making you see red. You can rush at your enemies and gore them. Increases Retribution ability by 2 for the duration.	Skills.lsb	h2f904fe7g83d0g4d51g8bcfgd6b561ba92e3
OK	Cone_Shatter_Description	Deal [1] and set Frozen to the characters in the cone.	Skills.lsb	hb1796f71g6c96g4c25g9c99gc089814d7494
OK	Target_CorpseExplosion_Description	Explode target corpse, dealing [1] in the area.	Skills.lsb	h3240460dgd250g435bg9ebegc1682089c5ed
OK	Shout_Cryotherapy_Description	Consume frozen surfaces around you and convert them to Magic Armour. If you are Chilled or Frozen, you restore an additional 30% Magic Armour. Remove Chilled, Frozen, Burning and Necrofire.	Skills.lsb	h7e7b669dged21g4b8ag8a44g32bede9e51ae
OK	Shout_DemonicTutelage_Description	Your inner demon actively watches over you. When an enemy approaches in melee range, they will be pummelled by a demonic fist dealing [1].	Skills.lsb	h5d124a78g6932g4f5egb844gf9569ec4d2ba
OK	Projectile_DeployMassTrap_Description	Throw [1] explosive traps at target locations. Each trap takes a turn to activate. When active, trap will explode when a character approaches it, dealing [2].	Skills.lsb	hcf74a6efg1ab6g45ecgaa12g147f528975ee
OK	Projectile_DimensionalBolt_Description	Shoot a volatile bolt that deals [1], and then creates a corresponding surface. Chaos trigger a random type of damage.	Skills.lsb	h7184b190ge934g49d4g9b5cg67ff537bd723
OK	Target_ElementalArrowhead_Description	Target a surface in melee radius. Elemental damage matching that surface is added to your weapon attacks and weapon-based skills.	Skills.lsb	h4542353bg043cg4964ga401g7a80dd267e5b
OK	Target_WindWalker_Description	Cause target character to teleport in a random direction each time they are attacked. Increases Dodge by [1]% and Air Resistance by [2]%.	Skills.lsb	ha742cf9eg80e6g4b43g8106ga4b83bd5e241
OK	Target_Farsight_Description	Unlock ranged attack for your Incarnate. Provides [1] (amount depends on your level). Increases damage by [2]% and increase maximum Vitality by 15%.	Skills.lsb	h9729b9ceg2860g4396g8b3fg9eef86106d4f
OK	Shout_FlamingTongues_Description	Flaming Tongues protect you, immediately attacking approaching enemies and deals them [1].	Skills.lsb	h9e97f6cdg7b63g4603g9f25g7a515742c55d
OK	Shout_FleshSacrifice_Description	Gain 1 Action Point immediately at the cost of [1] Constitution for 2 turns. Any Action Points over your maximum are lost.	Skills.lsb	hc9386e15gf8f2g46efg9ab1g7dc5f3910ae8
OK	Teleportation_FreeFall_Description	Teleport a target character or item to a point of your choosing, dealing [1].	Skills.lsb	hd376dcd8g0707g4bd5g9052g01d558955583
OK	Shout_Icebreaker_Description	Sets off a chain reaction that causes ice areas to explode into water puddles, dealing [1] and setting Chilled.	Skills.lsb	h9055594bg16a7g48b8g81ffg25bbbf89963b
OK	Teleportation_LastRites_Description	Sacrifice yourself to bring an ally back to life. Reduce your Vitality to 1 and ressurrects target character with maximum Vitality.	Skills.lsb	h362a94a5g0b60g4be6g9998gd44214d4a78f
OK	LX_AIMING_STANCE_DisplayName	Aiming Stance	Skills.lsb	h4e6da0a4gcfadg417fgab29g89cca395af8f
OK	LX_HUNTERMARK_APPLIED_Description	The next skill from [1] will do 50% more damage and will bypass Accuracy checks.	Skills.lsb	h16f86affg34ecg4d72g95c5gb30030cde90f
OK	LX_HUNTERMARK_APPLIED_DisplayName	Marked for death	Skills.lsb	hf3e92e17g43ebg4c86gbac0g9d253ea44738
OK	LX_HUNTERMARK_Description	If the aiming stance of the instigator is not broken when this status expires, their next skill will do 50% more damage and bypass Accuracy when targeting this character.	Skills.lsb	h0ecfcf94gc33bg4d76gb180gd91c3bd8b4ed
OK	LX_HUNTERMARK_DisplayName	Hunter's Mark	Skills.lsb	h467e6fe1g71a6g4923gbfc8g7c6836540199
OK	LX_RAPIDFIRE_DisplayName	Reload	Skills.lsb	h81a8f07ag2b5fg4a8bga401gb6df3518dd0a
OK	LX_REFLEX_STANCE_DisplayName	Reflex Stance	Skills.lsb	h88eacd2cgbcc4g4bb5gb695g1eeaec95194f
OK	LX_RELOAD_DisplayName	Reload	Skills.lsb	h739f4ce6g153dg40a6gb27aga6f5a1c8031d
OK	LX_RELOAD_PENALTY_Description	Convert Celerity to reduce the cooldown of the last skill used.	Skills.lsb	h925e1dd3gaacag412fgb617g5431fe68c642
OK	LX_RELOAD_PENALTY_DisplayName	Reload	Skills.lsb	hde987d44ge487g46a7g811dg348a37182f38
OK	LX_SUPPRESSED_Description	Receiving ranged attacks will reduce further Movement, Celerity, Damage and Wisdom while staying in the suppressed area.	Skills.lsb	h2fdbc13cg3526g4c79ga172g99e08de66287
OK	LX_SUPPRESSED_DisplayName	Suppressed	Skills.lsb	h9fbd4d14gc3d6g46c1gb283gee10ebe11ac7
OK	Shout_MassCorpseExplosion_Description	Explode all corpses around you, dealing [1] in the area.	Skills.lsb	h1a6bf0edg47eeg4ee8gaa86g5a608e5dda7b
OK	Shout_MassCryotherapy_Description	Each ally consumes frozen surfaces around them, converting the frozen surfaces to Magic Armour. If they are Chilled or Frozen, they restore an additional 30% Magic Armour. Removes Chilled, Frozen, Burning and Necrofire.	Skills.lsb	hbd366dc5g10a3g48acg9bffg4a11bccb189d
OK	Shout_MassOilyCarapace_Description	Each ally consumes oil surfaces around them, converting the oil surfaces to Physical Armour. If they are Slowed or Petrified, they restore an additional 30% Physical Armour. Removes Slowed, Petrified and Stunned.	Skills.lsb	h195e0642ge46ag4d02g85ecg20a8a0012104
OK	Target_MassSabotage_Description	Explode two random grenades or arrows in the inventories of every enemy, dealing [1] and set Atrophy in a target circle.	Skills.lsb	hfc25a87dg9103g4602g872dg8ecb8965fc0a
OK	Target_MasterOfSparks_Description	Target character receive Sparkmaster status that make melee attacks firing sparks that can fork twice at nearby enemies. Each spark hit deals [1].	Skills.lsb	hbd5f39f8g78e1g42c8g95b6g1917a8c65816
OK	Shout_OilyCarapace_Description	Consume oil surfaces around you and convert them to Physical Armour. If you are Slowed or Petrified, you restore an additional 30% Physical Armour. Remove Slowed, Petrified and Stunned.	Skills.lsb	h56cb39a0ge913g4364g97e6g843aca99bcdc
OK	Target_PowerInfusion_Description	Unlock Whirlwind and Rush for your Incarnate. Provides [1] (amount depends on your level). Increases damage by [2]% and increase maximum Vitality by 15%.	Skills.lsb	h93731b66g32c8g425dg8ed5g9863a8d35279
OK	Projectile_EnemyOilSpit_DisplayName	Oil Spit	Skills.lsb	hc2c1dcdfg1413g4335gb49fg695dbeb8efdc
OK	Target_ReactiveShot_Description	Target a circular area. Until your next turn, you will reflexively shoot at the first three enemies moving within this area if you have sight on them.	Skills.lsb	h7c3dcbc3gb3f4g4746g9a94g00021c9c2930
OK	Target_Sabotage_Description	Deals [1] to the target character and set Atrophy. If target character is carrying grenades or arrows, a random one explodes in their inventory.	Skills.lsb	h004cd16fgf0e9g4216g9a3cg2dc6e16fe78a
OK	Target_ShadowInfusion_Description	Incarnate learns how to go invisible and strike foes with a corrosive slash. Increases damage by [1]% and maximum Vitality by 15%.	Skills.lsb	h42f0b1b6gd786g46ebga04egf56b57d92048
OK	Shout_Adrenaline_Description	Gain 2 Action Points immediately, but lose 3 Action Points next turn. Any Action Points over your maximum are lost.	Skills.lsb	h31d2a547g005bg4ee3g8d2ag47720bd4fa1a
OK	Shout_LX_AimedShot_Description	Increase the Accuracy by [1]% (improved by Intelligence) and Critical Chance by [1]% (improved by Strength) for the next weapon attack.	Skills.lsb	h02f12f9fg9a25g4a95gba27gd65217023ed9
OK	Shout_LX_AimedShot_DisplayName	Aimed Shot	Skills.lsb	h9f363adeg7345g487fg97f8ga61db7bdb460
OK	Shout_LX_RangedAimingStance_Description	Reduce Movement by [1]%, Dodge by [2]% set Celerity to 0 but increase Accuracy by [3]% and Critical chance by [4]%. Also provides Suppression and Mark for death skills. If the character receives a melee attack, the stance breaks and go on cooldown for 3 turns.	Skills.lsb	h677b36c5g2dfag4af4ga41ag2f1f0f85aca1
OK	Shout_LX_RangedAimingStance_DisplayName	Aiming Stance	Skills.lsb	hdc2797cag85b7g4c99g8527g5016a2ffebbf
OK	Shout_LX_RangedReflexStance_Description	Accuracy is reduced by half when attacking targets beyond 8m but each successful hit grants 2 meters of free movement. Also provides Reloading and Rapid fire skills.	Skills.lsb	h306dea20g79ddg4ae4gaa3cg206215dfa11f
OK	Shout_LX_RangedReflexStance_DisplayName	Reflex Stance	Skills.lsb	haff7a737gdaa3g46d5gbe5cg5dd7743e3b30
OK	Shout_LX_RangedStances_Description	Change the character stance to provide specific advantages with a bow or a crossbow.	Skills.lsb	hf037b2e6g44afg4bbcgb15fg075efbdb3476
OK	Shout_LX_RangedStances_DisplayName	Ranger Stances	Skills.lsb	h221949cbgcfc0g434egac2ag4c5ea847d59f
OK	Shout_LX_RapidFire_Description	Reduce the AP cost of Huntsman skills by 1 but reduces their damage by up to 35% depending on the original cost until the end of the turn. Cannot reduce AP costs below 1.	Skills.lsb	hbbd712c6g4cf0g4326gb646g6f7db12d1439
OK	Shout_LX_RapidFire_DisplayName	Rapid Fire	Skills.lsb	h72372d45g6237g49b2ga06fg69963977ca60
OK	Shout_LX_Reload_Description	Consume available Celerity to reduce the cooldown of the latest Huntsman skill used by 1 turn per 2.5m of Celerity consumed.	Skills.lsb	hcda0cc81gb5ebg4408g95a5g2e9cc85f7d37
OK	Shout_LX_Reload_DisplayName	Reload	Skills.lsb	hf02ca430g5439g4d51gaff6g22355bd4e963
OK	Shout_LX_TransmuteSkin_Description	Transmute your skin with elements to gain new properties.	Skills.lsb	h9f10a6bdgfc4fg4af8gb213gb7081cb9eda2
OK	Shout_LX_TransmuteSkin_DisplayName	Transmute Skin	Skills.lsb	h8c8b69b0g710eg4ed6gb86fg3206130ea716
OK	Shout_VacuumAura_Description	Deal [1] damage to enemies in the area. Caster receives an aura that sets Silence and Suffocating on enemies.	Skills.lsb	hb0408ca4g5c61g4e89g91d0gcb14ef6da93f
OK	Shout_VacuumAura_DisplayName	Vacuum Aura	Skills.lsb	he72efc5fg2dddg459dgb224gd0f0f97fdd0a
OK	Shout_SiphonPoison_Description	Remove poison surfaces and clouds. Gain poison damage bonus to weapon attacks and weapon-based skills (dependent upon size of poison area cleared) for 2 turns and your weapon attacks now also set Acid for 1 turn (3 turns if Venom Coating is also active).	Skills.lsb	hd4d51fddgb38cg4394ga485gf37cb37523d0
OK	Shout_ShedSkin_Description	Reset all cooldowns but remove your armours for 2 turns. Removes Burning, Necrofire, Poisoned, Bleeding, Momentum and Lingering.	Skills.lsb	h0897c725g76cbg4ab7ga0ceg31a5294abbf8
OK	Shout_SparkingSwings_Description	Receive Sparkstriker status. This causes your melee attacks to create a Spark projectile that bounces off the initial target to hit the closest enemy, dealing [1].	Skills.lsb	h0fe63523g3caeg4e46g8152geabd390080af
OK	Target_Challenge_CursorTooltip	Challenge:<br>+[1]�% Damage<br>+[2] Physical Armour<br>+[3]Magic Armour<br>[4] Vitality heal<br>If failure: [4] damage received.	Skills.lsb	h7650995bg0673g4ccfg82eeg66ad641811e8
OK	Target_DeathsDoor_Description	For 2 turns, your target character's Vitality cannot be reduced below 1 point, keeping them alive against all odds. If the target is a summon, their lifetime will be prolonged for the duration. Once the effect expires, the character receive Forbearance for 2 turns, preventing any other death resist effect to be applied while it is active.	Skills.lsb	hf827c53ege83cg44afgaaacge92cb957fdf4
OK	Target_ElementalArrowheads_DisplayName	Elemental Weapons	Skills.lsb	hbce8b81ag1259g4a30g99f9g1f99e9b74583
OK	Target_Fatality_Description	Deal [1] damage. Damage is doubled if you are sneaking or invisible.	Skills.lsb	h03ff3173g4c29g4f69ga115g9eacc87b1c89
OK	Target_LX_HunterMark_Description	Mark the target. If the stance is not broken until next turn, the next skill against the marked target will inflict 50% more damage and bypass Accuracy checks.	Skills.lsb	hf04494b3ge90ag4233g9eadg30f93dbcbdf2
OK	Target_LX_HunterMark_DisplayName	Hunter's mark	Skills.lsb	hb3a26792g5213g4080g9352g77ff6cf2757c
OK	Target_LX_SuppressionFire_DisplayName	Suppression fire	Skills.lsb	h89c6aab1ge516g4fe9g86adge7ae966ccfc3
OK	Target_LX_SuppressionFiret_Description	Cover an area and sets Suppression on characters you shoot inside, reducing their Celerity by [1], Accuracy by [2]% and Ingress by [3] for 2 turns and stacks up to 5 times. The suppression area lasts 2 turns.	Skills.lsb	hb24d74dcgfab9g4976g9584g1ab2346801ce
OK	Target_Terrify_Description	Destroy [1] on target enemy. They are Terrified for 1 turn.	Skills.lsb	h60ef5d4ag817dg4564g9c6eg9bc2339a55d5
OK	Target_ThrowExplosiveTrap_Description	Throw an explosive trap at target location. Trap takes 1 turn to activate. When active, the trap will explode when a character approaches it, dealing [1].	Skills.lsb	h5e26d4e3g63d5g4415gbe5ag4bc3e42bb995
OK	TooltipBonusLevel	Damage is based on your level and trigger the additional skill bonus from Intelligence.	Skills.lsb	h71b09f9fg285fg4532gab16g1c7640864141
OK	TooltipBonusWeapon	Damage is based on your basic attack and trigger the additional bonus from both Strength and Intelligence.	Skills.lsb	ha4cfd852g52f1g4079g8919gd392ac8ade1a
OK	WarpInfusionDescription	Incarnate learns a teleport skill, and a skill to swap places with its master. Increases damage by [1]% and maximum Vitality by 15%.	Skills.lsb	hfb851683g738cg4b48g8fd8g478d375c030a
OK	ACID_Description	Inflict [1] each turn.	Statuses.lsb	h32b3f391g84c8g4350gb6c1gc0577fd7372a
OK	Shout_BullHorns_Description	Magnificent horns sprout from your forehead, making you see red. You can rush at your enemies and gore them. Increases Retribution ability by 2 for the duration.	Statuses.lsb	hae68ba97g6072g46fagb9d3g7c289a0e7511
OK	DGM_AIMEDSHOT_Description	Next weapon attack beneficiate of Accuracy and Critical Chance boost.	Statuses.lsb	he3d3ef27gc4e2g4271ga838ge227b9193ef7
OK	DGM_AIMEDSHOT_DisplayName	Aimed Shot	Statuses.lsb	he5970b83g4f56g4348g8d23g39bce69f8c3c
OK	DGM_WARMUP_DisplayName	Warmup	Statuses.lsb	h565877e2g71eag43aag928fgfee5ca4f0c4f
OK	DGM_WARMUP2_DisplayName	Warmup (2)	Statuses.lsb	hc7851209gc2d8g4332g865dgae162ed9708b
OK	DGM_WARMUP3_DisplayName	Warmup (3)	Statuses.lsb	hae2334ccg2f64g45aaga94dgf4ce0f03a7a6
OK	DGM_WARMUP4_DisplayName	Warmup (4)	Statuses.lsb	h1c89538dg51d5g451dgac1agaf4de9de70bf
OK	LX_FORBEARANCE_Description	Prevent statuses which grants a death resist effect to be applied.	Statuses.lsb	h8124ee04g9685g465ag99f3g2f8043bd74db
OK	LX_FORBEARANCE_DisplayName	Forbearance	Statuses.lsb	hf4b8b267gc763g481bgbd5bga9b7b3aa1b54
OK	LX_OILED_Description	Character body is covered with inflammable oil.	Statuses.lsb	h715373cbg7d5ag4d96gbe04g12f02ce2f0cd
OK	LX_OILED_DisplayName	Oiled	Statuses.lsb	h8bd0907bg9018g4f99gb534gc1b5b1cabbaf
OK	LX_SHIELD_AIR_DisplayName	Air Absorption	Statuses.lsb	hf83ad08bg0071g4e56ga59cgb20a7582487d
OK	LX_SHIELD_ALL_DisplayName	Damage Absorption	Statuses.lsb	hef5b4ec4ge333g4a87g986cg3ed74b22348b
OK	LX_SHIELD_EARTH_DisplayName	Earth Absorption	Statuses.lsb	hf057399cg861ag4a33ga7c9g4499f85017f2
OK	LX_SHIELD_ELEMENTAL_Description	Absorb the next incoming [2].	Statuses.lsb	h8071c537g81a0g4ba8g989dg148af4e03af8
OK	LX_SHIELD_FIRE_DisplayName	Fire Absorption	Statuses.lsb	hb17eb43fg09fbg492cg80adge28b3994742a
OK	LX_SHIELD_PHYSICAL_DisplayName	Physical Absorption	Statuses.lsb	hbd8379a5ga1a2g4b38gb489gfe7c4eea3ae1
OK	LX_SHIELD_PIERCING_DisplayName	Piercing Absorption	Statuses.lsb	ha8075074g465fg49f5gb0acg54af096d6b81
OK	LX_SHIELD_POISON_DisplayName	Poison Absorption	Statuses.lsb	h552573bcg2ecag488bgb382ge54822f8c678
OK	LX_SHIELD_WATER_DisplayName	Water Absorption	Statuses.lsb	h9bfd7c0fg0b2eg4e18g9c51g28172cc575ea
OK	Talent_AllSkilledUp_Description	The first skill used each turn has its cooldown reduced by one turn (minimum 1).	Talents.lsb	hf3893f8fg20c5g4078ga83cgef8783082103
OK	Talent_Ambidextrous_Description	Ambidextrous reduces the cost of using grenades and scrolls by 1 AP when your off-hand is free. Refund the AP cost for 2 equipment switches per turn (except for Crossbows).	Talents.lsb	hf3cd8067g36c0g4b48ga4dfg361f33579b43
OK	Talent_ArrowRecovery_Description	Arrow Recovery provides a 33% chance to recover a special arrow after shooting it, and removes the close-quarters damage penalty of ranged weapons.	Talents.lsb	h6a4d6da0g29cfg44ecg8913g5a0a76cf1bbd
OK	Talent_Demon_Description	A character with Demon has an extra 20% Fire Resistance, but takes a 15% penalty to Water Resistance. Additionally, the maximum Fire Resistance is raised by 10 and grants immunity to Burning and Necrofire.	Talents.lsb	h06c77362g1304g4f81ga661g695dc6b814bc
OK	Talent_DemonIceKing_Description	A character with [1] has an extra 20% [3], but takes a [4]% penalty to [5]. Additionally, the maximum [3] is raised by [6]. Demon grants immunity to Burning and Necrofire. Ice King increases all Water damage you deal by 20% and grants immunity to Chilled.	Talents.lsb	hc453e399ge1f5g41f1gaeabgcdd4de833c63
OK	Talent_DuckDuckGoose_Description	[1] lets you evade attacks of opportunity. Increases your Dodge by 5% and Movement by 1m per AP.	Talents.lsb	h8ddc8dd4ge8feg4420ga6dag0d87ce8ec743
